permno,cik,link_start,link_end
62165,0000350926,1984-01-31,1989-06-06
62173,0000739280,1984-08-13,1985-11-29
62181,0000077501,1979-05-31,1981-11-25
62228,0000039020,1980-06-30,
62229,0000077582,1973-07-01,1978-01-30
62229,0000077582,1978-01-31,1981-02-27
62236,0000277795,1979-01-01,1979-02-27
62236,0000277795,1979-02-28,1996-01-31
62237,0000077603,1981-01-14,1984-06-29
62244,0000317030,1980-06-20,1989-11-30
62252,0000317745,1972-12-14,1998-12-31
62260,0000040972,1978-06-08,2001-10-31
62261,0000351935,1981-05-13,1995-07-19
62279,0000047114,1980-10-20,1990-08-31
62287,0000049146,1972-12-14,2002-12-31
62288,0000351891,1981-07-02,1986-06-30
62288,0000351891,1986-07-01,1986-10-31
62295,0000049423,1974-01-01,1974-01-30
62295,0000049423,1974-01-31,2000-01-31
62296,0000721237,1983-07-13,1985-10-30
62296,0000721237,1985-10-31,1992-06-08
62296,0000721237,1993-07-16,2011-08-09
62308,0000320335,1972-12-14,
62316,0000277057,1978-12-06,1997-08-13
62317,0000077856,1981-03-20,1982-10-29
62324,0000067931,1980-11-13,2004-02-27
62325,0000077864,1976-10-29,1992-06-05
62332,0000928242,1972-12-14,1984-03-20
62340,0000075491,1980-11-03,1986-03-31
62340,0000075491,1986-04-01,2005-09-30
62341,0000077877,1978-01-31,2023-08-31
62359,0000319654,1981-01-01,1981-01-29
62359,0000319654,1981-01-30,
62360,0000277014,1978-12-13,1991-11-29
62367,0001052752,1973-01-31,
62368,0000350403,1982-01-29,2019-03-25
62375,0000084262,1980-06-30,1995-03-31
62376,0000350403,1981-04-07,2019-03-25
62383,0000085974,1972-12-14,2015-10-01
62384,0000077943,1972-12-14,1997-07-02
62391,0000319655,1981-01-01,1981-01-29
62391,0000319655,1981-01-30,
62392,0000352713,1981-09-11,1984-11-30
62405,0000077952,1984-04-06,2002-07-08
62412,0000093714,1973-01-31,1986-12-31
62420,0000277928,1973-02-09,2012-07-31
62421,0000077961,1978-01-31,1983-09-30
62439,0000318830,1980-10-31,1991-12-05
62440,0000077969,1972-12-14,1994-03-31
62447,0000896560,1972-12-14,1985-11-21
62447,0000896560,1988-03-23,1997-02-07
62463,0000100166,1977-07-29,1999-12-02
62464,0000352706,1981-10-01,1982-01-28
62464,0000352706,1982-01-29,1984-05-29
62471,0000319922,1973-01-31,1995-03-31
62472,0000353827,1982-12-21,1991-02-05
62498,0000105770,1972-12-14,
62499,0000355531,1983-04-28,1986-05-30
62500,0000002601,1973-07-01,1977-06-29
62500,0000002601,1977-06-30,2007-08-15
62519,0000314808,1980-02-28,2009-12-22
62527,0000026361,1973-01-31,1996-10-31
62528,0000078040,1980-03-17,1981-06-30
62535,0000320171,1980-12-03,1982-06-29
62536,0000873619,1983-06-01,1990-09-14
62543,0000030717,1976-08-10,1985-10-31
62544,0000351506,1983-04-29,1983-05-30
62544,0000351506,1983-05-31,1991-12-19
62552,0000713275,1985-01-01,1985-01-30
62552,0000713275,1985-01-31,2009-03-12
62579,0000712822,1983-06-24,1985-06-28
62586,0000276189,1973-01-31,1973-10-11
62586,0000276189,1974-06-27,1974-11-19
62586,0000276189,1976-07-26,1992-07-01
62594,0000043340,1974-01-01,1977-05-30
62594,0000043340,1977-05-31,1996-04-12
62607,0000040518,1972-12-14,2001-08-21
62615,0000702993,1981-02-19,1993-08-25
62616,0000313216,1973-01-01,1973-01-30
62616,0000313216,1973-01-31,1999-05-28
62623,0000836236,1981-01-19,1985-04-30
62631,0000318775,1980-09-25,1995-02-28
62632,0000216859,1979-01-31,1980-01-31
62658,0000076881,1973-01-26,1982-07-30
62666,0000002751,1972-12-14,1984-09-28
62675,0000710126,1982-12-22,1990-11-30
62682,0000085973,1972-12-14,1997-12-23
62690,0000320321,1981-02-02,2003-04-30
62703,0000313757,1980-09-22,1985-12-30
62704,0000078284,1980-06-30,1986-09-15
62711,0000095169,1972-12-14,1984-11-30
62712,0000745167,1984-06-28,1991-05-17
62738,0000096065,1978-08-30,1989-01-31
62739,0000055917,1978-02-13,1982-05-28
62746,0000096097,1974-01-01,1974-03-28
62746,0000096097,1974-03-29,1987-06-30
62747,0000078302,1979-01-31,1996-08-30
62754,0000312902,1979-10-04,1988-11-30
62762,0000000051,1980-12-15,1988-05-19
62770,0000003133,1972-12-14,2006-11-30
62790,0000319379,1981-06-15,2002-08-20
62797,0000350750,1981-05-11,2007-04-24
62798,0000078331,1972-12-14,1973-03-26
62818,0000276310,1979-01-31,1990-12-31
62819,0000078332,1981-10-16,1985-12-31
62826,0001287197,1981-06-18,1990-09-28
62834,0000352947,1981-05-27,2006-06-30
62842,0000353181,1981-05-29,1995-10-31
62843,0001011736,1993-01-01,1993-06-29
62843,0001011736,1993-06-30,2001-06-29
62851,0000763842,1982-01-01,1982-01-28
62851,0000763842,1982-01-29,1996-11-29
62869,0000036706,1972-12-14,1985-12-31
62877,0000351116,1981-04-08,1997-12-22
62878,0000078369,1973-04-19,1980-04-30
62885,0000216039,1981-03-03,1981-04-26
62885,0000216039,1981-04-27,2002-10-17
62885,0000216039,2006-06-30,2012-01-05
62886,0000729645,1983-11-10,1989-04-03
62893,0000355118,1982-01-29,1990-01-31
62894,0000078384,1972-12-14,1998-01-16
62906,0000060876,1974-01-01,1979-03-29
62906,0000060876,1979-03-30,2013-02-28
62907,0000277923,1979-01-30,2003-10-30
62914,0000350920,1981-04-27,1998-05-29
62915,0000078435,1972-12-14,1978-11-21
62922,0000313364,1980-01-01,1980-01-30
62922,0000313364,1980-01-31,
62923,0000216870,1983-07-12,1999-03-31
62930,0000065433,1982-01-29,
62949,0000352435,1981-05-18,2008-07-28
62958,0000088948,1972-12-14,2005-03-31
62958,0000088948,2005-04-01,
62965,0000077069,1977-01-21,1983-12-20
62966,0000352427,1981-06-09,1992-05-29
62973,0000079511,1973-01-31,1989-03-10
62981,0000313749,1980-01-02,1997-11-05
63028,0000731913,1979-06-14,1983-02-28
63036,0000098752,1976-11-08,1999-03-12
63044,0000102993,1975-06-19,2000-05-31
63052,0000320435,1981-02-03,1986-03-31
63060,0000105668,1976-06-09,2008-09-29
63061,0000826329,1984-07-19,1994-09-30
63079,0000318996,1980-10-16,2016-07-27
63079,0000318996,2016-12-16,2019-11-27
63087,0000004436,1974-01-01,1978-01-30
63087,0000004436,1978-01-31,1986-09-25
63088,0000733060,1981-01-01,1981-01-29
63088,0000733060,1981-01-30,2000-10-31
63095,0000313214,1972-12-14,1990-05-31
63096,0000078716,1973-09-17,1999-10-29
63108,0000854385,1976-02-17,1989-10-26
63109,0000078721,1978-08-30,1985-03-29
63124,0000350853,1981-04-28,1985-05-20
63125,0000078749,1972-12-14,
63132,0000030305,1972-12-14,
63140,0000350875,1982-01-01,1982-01-28
63140,0000350875,1982-01-29,1989-09-29
63159,0000350846,1981-05-29,2017-09-29
63160,0000353288,1982-01-29,1985-11-27
63167,0000043398,1978-02-15,1985-07-15
63168,0000078773,1972-12-14,1978-01-06
63175,0000039748,1972-12-14,1987-05-01
63176,0000723519,1983-09-01,1986-02-28
63183,0000317354,1980-07-11,1980-07-30
63183,0000317354,1980-07-31,1986-07-28
63184,0000078842,1983-10-17,1986-04-30
63191,0000353539,1981-07-29,1987-03-31
63192,0000713676,1972-12-14,1983-01-18
63204,0000315079,1981-05-07,1985-02-25
63212,0000350684,1981-05-29,1991-01-31
63220,0000050916,1974-01-01,1974-01-30
63220,0000050916,1974-01-31,2001-01-31
63239,0000059870,1981-06-04,1997-09-05
63240,0000350426,1981-07-31,2004-07-30
63247,0000351707,1981-05-13,1993-07-30
63255,0000353001,1981-07-24,1985-09-09
63263,0000353278,1981-04-30,
63264,0000315671,1980-10-01,1980-10-30
63264,0000315671,1980-10-31,1988-10-12
63271,0000075947,1978-01-01,1978-01-30
63271,0000075947,1978-01-31,1985-12-30
63298,0000076744,1972-12-14,1988-10-07
63300,0001706089,1977-06-09,2002-10-21
63319,0000109410,1973-12-05,1987-02-06
63320,0000079041,1983-10-31,1985-05-31
63327,0000353608,1981-07-30,1987-09-30
63328,0000079065,1972-12-14,1974-11-29
63335,0000320575,1981-02-04,2019-08-13
63343,0000750556,1972-12-14,1985-06-28
63344,0000354452,1981-10-13,2000-03-31
63351,0001141076,1979-05-08,1986-05-30
63351,0001141076,1986-05-31,1986-10-28
63351,0000276886,1986-10-29,1987-09-29
63351,0000276886,1987-09-30,1993-07-30
63379,0000720642,1983-08-29,1986-02-11
63386,0000350874,1981-04-07,1994-12-06
63394,0000278203,1979-02-15,1985-06-28
63395,0000079166,1972-12-14,1998-07-31
63415,0000353502,1982-01-01,1982-01-28
63415,0000353502,1982-01-29,1988-04-22
63431,0000319453,1981-12-11,1982-09-15
63431,0000357067,1982-09-16,1984-05-15
63458,0000006701,1973-10-17,1985-04-11
63459,0000724983,1983-10-13,1988-02-08
63466,0000909992,1974-02-27,1988-06-27
63467,0000079282,1984-01-01,1984-01-30
63467,0000079282,1984-01-31,
63474,0000010866,1972-12-14,1984-10-08
63475,0000079325,1979-01-31,1987-06-30
63482,0000316740,1980-06-18,1991-12-05
63483,0000356226,1981-12-16,2000-12-29
63490,0000354099,1981-09-10,1986-06-30
63491,0000062614,1973-05-01,1978-01-30
63491,0000062614,1978-01-31,1983-07-29
63503,0000018808,1972-12-14,2012-06-29
63504,0000862365,1981-12-31,1987-04-30
63504,0000702724,1987-05-01,1987-12-27
63504,0000702724,1987-12-28,1990-09-24
63511,0000310979,1978-01-01,1978-10-30
63511,0000310979,1978-10-31,2002-12-31
63538,0000354079,1981-10-29,1985-10-31
63539,0000079422,1972-12-14,1979-07-31
63546,0000027093,1975-06-04,2017-05-30
63546,0000027093,2017-05-31,
63547,0000079424,1981-10-01,2003-03-24
63554,0000027500,1972-12-14,2001-12-31
63555,0000711601,1983-01-27,1987-09-14
63562,0000320186,1980-12-17,1990-01-30
63562,0000320186,1990-01-31,2008-12-23
63563,0000735422,1984-04-23,1992-06-30
63570,0000351613,1981-04-23,1986-10-31
63589,0000276558,1978-09-28,1991-09-27
63590,0000783850,1984-02-15,1998-07-31
63597,0000038868,1972-12-14,1993-10-14
63597,0000038868,1993-10-15,1997-09-29
63619,0000079516,1972-12-14,1979-07-31
63626,0001031754,1976-02-25,1988-02-22
63634,0000320287,1981-12-31,1984-06-29
63635,0000763759,1983-01-20,1987-09-10
63642,0000351514,1981-04-16,1990-12-31
63650,0000054876,1975-05-29,1988-12-22
63651,0000079582,1972-12-14,1975-01-28
63669,0000063506,1976-05-11,1986-12-17
63670,0000079668,1975-07-22,1985-01-31
63678,0000355263,1981-11-03,1989-06-30
63685,0000354962,1981-12-21,1986-04-30
63686,0000079677,1972-12-14,2008-04-30
63693,0000313518,1980-01-31,1991-12-05
63706,0000072633,1975-09-23,
63707,0000079757,1972-12-14,1977-07-29
63714,0000353230,1981-07-16,2015-08-17
63715,0000080420,1976-11-01,1977-01-30
63715,0000080420,1977-01-31,
63722,0000076728,1979-07-01,1980-01-30
63722,0000076728,1980-01-31,1995-06-30
63723,0000079826,1974-01-01,1980-11-27
63723,0000079826,1980-11-28,1986-07-31
63731,0000079862,1972-12-14,1977-09-30
63749,0000080134,1979-09-24,1993-03-31
63750,0000718892,1983-06-10,1986-12-31
63758,0000354383,1981-09-17,1992-04-21
63765,0000007332,1973-01-01,1973-01-30
63765,0000007332,1973-01-31,
63773,0001051512,1981-12-15,
63774,0000311926,1980-01-22,1983-12-08
63781,0000798949,1979-04-06,2020-05-22
63802,0000101074,1972-12-14,1989-05-23
63803,0000079845,1979-01-31,1986-01-31
63810,0000352997,1981-07-31,1993-05-13
63811,0000311657,1982-01-01,1984-03-04
63811,0000311657,1984-03-05,2011-06-30
63829,0000105608,1972-12-14,2016-12-08
63830,0000079958,1973-01-31,2016-01-29
63837,0000002070,1972-12-14,2000-11-30
63845,0000003449,1972-12-14,1997-02-28
63846,0000003874,1974-01-01,1981-01-29
63846,0000003874,1981-01-30,1986-08-05
63853,0000004233,1975-05-15,1975-11-27
63853,0000004233,1975-11-28,1985-10-31
63853,0000775057,1985-11-01,1992-08-17
63854,0000732418,1984-01-12,1986-03-31
63861,0000006432,1973-01-31,1986-07-31
63888,0000351385,1981-05-14,1984-11-09
63889,0000723532,1984-01-01,1984-01-30
63889,0000723532,1984-01-31,1993-12-31
63909,0000356055,1982-10-01,1983-01-30
63909,0000356055,1983-01-31,1986-04-25
63917,0000073743,1974-01-01,1978-05-30
63917,0000073743,1978-05-31,1984-10-04
63925,0001715850,1974-01-01,1974-01-30
63925,0001715850,1974-01-31,1987-08-31
63933,0000019411,1981-12-11,1988-08-31
63934,0000080108,1973-04-01,1978-01-30
63934,0000080108,1980-02-01,1985-08-29
63934,0000080108,1985-08-30,1987-10-30
63968,0000350884,1981-05-29,1986-09-30
63976,0000043704,1972-12-14,2007-04-30
63977,0000080124,1987-01-01,1987-01-29
63977,0000080124,1987-01-30,2012-12-31
63992,0000351685,1974-01-01,1979-01-30
63992,0000351685,1979-01-31,1998-10-09
63993,0000747675,1984-08-15,1992-07-13
64004,0000052532,1980-05-05,2005-09-16
64005,0000080173,1972-12-14,1978-05-31
64012,0000320637,1982-02-03,1998-02-20
64013,0000716741,1972-12-14,1993-08-31
64020,0000016099,1973-03-30,2022-05-31
64040,0000080202,1972-12-14,1988-01-11
64055,0000101039,1972-12-14,1987-12-31
64063,0000074386,1974-01-01,1976-06-29
64063,0000074386,1976-06-30,2000-03-31
64064,0000356461,1982-03-02,1993-10-29
64071,0000356064,1982-01-04,1988-12-30
64071,0000356064,1988-12-31,1989-02-27
64071,0000356064,1989-02-28,2000-09-13
64072,0000716712,1983-05-12,1990-07-30
64098,0000352964,1981-10-15,1985-08-28
64135,0000350077,1981-02-26,2013-10-17
64143,0000746896,1982-01-01,1982-01-28
64143,0000746896,1982-01-29,1994-07-29
64144,0000080324,1973-06-01,1979-01-30
64144,0000080324,1979-01-31,1996-11-18
64151,0000006260,1974-03-14,1996-01-05
64152,0000318107,1980-10-15,2004-07-30
64178,0000013006,1977-09-08,1995-07-17
64186,0001739940,1982-04-20,
64187,0000080351,1972-12-14,1974-06-28
64194,0000019584,1972-12-14,
64195,0000311505,1979-06-26,2008-01-31
64207,0000026109,1978-08-02,1989-09-29
64215,0000320185,1980-12-23,1996-09-27
64216,0000080423,1972-12-14,1980-04-07
64223,0000047011,1979-05-04,1987-07-31
64224,0000350843,1981-04-07,1986-11-28
64231,0000047710,1973-01-31,2012-04-26
64258,0000353567,1981-07-30,2010-04-30
64259,0000700785,1982-07-12,1985-12-31
64266,0000050430,1979-01-01,1979-10-30
64266,0000050430,1979-10-31,1985-08-30
64267,0000712326,1983-07-07,1985-10-10
64274,0000350206,1982-01-01,1982-01-28
64274,0000350206,1982-01-29,1996-05-14
64275,0000722571,1983-11-25,2004-02-27
64282,0000701985,1973-02-09,
64283,0000076773,1973-07-01,1977-07-28
64283,0000076773,1977-07-29,1990-07-31
64290,0001105192,1972-12-14,2004-12-31
64291,0000100712,1972-12-14,1997-06-13
64303,0000072013,1972-12-14,1992-08-31
64311,0000702165,1982-06-25,
64338,0000352994,1981-07-16,1999-02-26
64346,0000082206,1972-12-14,1999-08-12
64347,0000200603,1973-06-01,1979-01-30
64347,0000200603,1979-01-31,1980-01-31
64354,0000357434,1982-06-01,1994-12-06
64355,0000080630,1973-03-01,1979-01-30
64355,0000080630,1979-01-31,1992-06-17
64362,0000203383,1979-12-31,2009-04-24
64370,0000097378,1972-12-14,1989-07-25
64371,0000353705,1981-09-10,1984-10-22
64390,0000080661,1979-01-01,1979-01-30
64390,0000080661,1979-01-31,
64397,0000727120,1980-03-04,1994-11-30
64398,0000080670,1973-01-31,1981-09-30
64418,0000310103,1977-01-01,1977-01-30
64418,0000310103,1977-01-31,2000-02-29
64426,0000215639,1978-01-01,1978-01-30
64426,0000215639,1978-01-31,1995-08-02
64434,0000879257,1982-09-08,1997-12-31
64435,0000729242,1984-01-18,1988-02-29
64442,0000068145,1972-12-14,2004-08-24
64450,0000356309,1972-12-14,
64451,0001555218,1974-01-01,1974-01-30
64451,0001555218,1974-01-31,2007-10-31
64477,0000701856,1982-07-14,2000-06-09
64478,0000080758,1978-01-31,1982-09-30
64486,0000355429,1972-12-14,2015-02-02
64493,0000058636,1982-03-03,1987-04-08
64494,0001072587,1982-12-01,1985-01-31
64506,0000105519,1972-12-14,1996-11-08
64507,0000724767,1983-09-29,1986-08-29
64514,0000319489,1980-11-21,2001-02-28
64515,0000316770,1982-01-29,2004-07-30
64557,0001089819,1981-11-02,2016-04-13
64565,0000025191,1979-03-12,2008-06-30
64574,0000080876,1972-12-14,1979-12-31
64581,0000046389,1977-12-07,1987-04-30
64582,0000754019,1982-01-01,1982-01-28
64582,0000754019,1982-01-29,1995-04-28
64602,0000353025,1981-01-01,1988-08-04
64611,0000704700,1982-09-23,1984-11-29
64629,0000708819,1983-03-16,2020-06-30
64630,0000080984,1974-01-01,1978-01-30
64630,0000080984,1978-01-31,2002-08-20
64637,0000729284,1981-08-14,1983-09-22
64638,0000350133,1983-01-01,1992-04-21
64646,0000081025,1972-12-14,2000-02-10
64653,0001393311,1981-01-01,1981-01-29
64653,0001393311,1981-01-30,
64654,0000715414,1983-03-29,1995-05-22
64661,0000701714,1982-05-25,1984-10-31
64689,0000352076,1982-01-01,1982-01-28
64689,0000352076,1982-01-29,1993-01-14
64696,0000356959,1983-01-01,1983-01-30
64696,0000356959,1983-01-31,1997-02-18
64697,0000081112,1972-12-14,2000-05-31
64717,0000319237,1980-12-22,1980-12-30
64717,0000319237,1980-12-31,1997-12-12
64725,0000320121,1980-12-16,1989-11-21
64734,0000028734,1972-12-14,1984-03-30
64742,0000276720,1979-01-31,
64769,0000081199,1972-12-14,1995-08-31
64777,0000081214,1972-12-14,1976-09-30
64777,0000081214,1989-12-29,1993-12-31
64784,0000708485,1983-02-18,1987-07-07
64785,0000100591,1981-09-25,
64805,0000710752,1984-01-01,1984-01-30
64805,0000710752,1984-01-31,
64806,0000829406,1982-01-01,1982-01-28
64806,0000829406,1982-01-29,1995-08-31
64813,0000351978,1981-04-23,1991-10-31
64814,0000736946,1984-02-15,1987-05-29
64821,0000278327,1983-03-03,1988-10-24
64822,0000081318,2014-09-11,2016-10-26
64822,0001672326,2016-10-27,2020-04-15
64848,0000355115,1982-03-24,1997-08-29
64849,0000313635,1980-11-28,1983-04-29
64856,0000004310,1983-06-08,2001-06-29
64864,0000731859,1979-11-20,2019-07-31
64872,0000311359,1979-07-23,1979-07-30
64872,0000311359,1979-07-31,1986-06-12
64873,0000081446,1973-07-01,1981-01-29
64873,0000081446,1981-01-30,1987-01-30
64880,0000016496,1974-01-01,1974-01-30
64880,0000016496,1974-01-31,1996-09-27
64881,0000319548,1981-01-20,1985-07-31
64899,0000016918,1973-02-28,1993-08-31
64899,0000016918,1993-09-01,2022-11-30
64901,0000021438,1974-01-01,1975-06-29
64901,0000021438,1975-06-30,2008-03-18
64902,0000073299,1973-08-21,1994-06-22
64928,0000716729,1983-04-19,1987-01-30
64929,0000081362,1972-12-14,
64936,0000715957,1983-06-02,
64937,0000081365,1974-01-01,1978-01-30
64937,0000081365,1978-01-31,1978-06-30
64945,0000046431,1977-11-01,1985-01-02
64952,0000913545,1972-12-14,1983-04-30
64952,0000913545,1983-05-01,1983-05-05
64952,0000913545,1983-05-31,1988-12-22
64953,0001173850,1984-04-13,1985-05-31
64960,0000715355,1983-04-08,1985-08-30
64961,0000708818,1982-12-01,2023-11-30
64979,0000046601,1972-12-14,2000-08-15
64980,0000081424,1972-12-14,1978-11-30
64987,0000216219,1979-07-17,1988-07-19
64988,0000081426,1973-04-01,1979-09-27
64988,0000081426,1979-09-28,1992-10-30
64995,0000091576,1972-02-23,1994-03-01
64995,0000091576,1994-03-02,
64996,0000105990,1983-01-01,1983-04-28
64996,0000105990,1983-04-29,1999-12-31
65008,0000720500,1983-08-02,
65015,0000074928,1983-04-04,1993-08-31
65015,0000074928,1993-09-01,2003-02-10
65016,0000318739,1981-01-30,1990-03-30
65023,0000076732,1972-12-14,1988-03-22
65024,0000709283,1983-12-30,1999-07-31
65024,0000709283,1999-08-01,1999-08-31
65031,0000350303,1981-04-08,1984-12-31
65032,0000710983,1983-01-14,2000-11-30
65058,0000719544,1983-06-22,1998-01-31
65067,0000729213,1984-01-13,2008-05-20
65074,0000716714,1983-05-12,2000-04-28
65075,0000081469,1972-12-14,1976-02-27
65082,0000048107,1978-12-04,1994-04-15
65083,0000351721,1981-04-29,2005-11-30
65090,0000717240,1983-04-27,1990-01-31
65091,0000737033,1984-05-14,1998-11-30
65103,0000740103,1981-05-29,1999-09-02
65104,0000352796,1983-08-26,1988-12-30
65111,0000725457,1983-09-19,1997-11-28
65138,0001067092,1972-12-14,2004-06-30
65146,0000723041,1983-07-20,1999-04-30
65154,0001001606,1983-07-18,2016-04-29
65155,0000724904,1983-09-22,2000-06-30
65163,0000032870,1980-09-15,2010-02-05
65189,0000351360,1982-11-02,1991-04-30
65198,0000081589,1974-01-01,1978-01-30
65198,0000081589,1978-01-31,1986-09-30
65218,0000028323,1973-09-01,1976-06-29
65218,0000028323,1976-06-30,1995-09-29
65219,0000081614,1980-08-13,1982-11-30
65227,0000710485,1983-07-14,1992-05-29
65243,0000230501,1979-01-31,1980-06-30
65250,0000719275,1983-06-21,1989-11-30
65251,0000082291,1972-12-14,1974-10-31
65269,0000350572,1982-11-01,1995-03-31
65270,0000700841,1982-10-26,
65277,0000045667,1972-12-14,1987-04-30
65278,0000048561,1972-12-14,1985-11-29
65285,0000357294,1983-09-16,1983-12-29
65285,0000357294,1983-12-30,
65293,0000722079,1983-07-26,2010-04-15
65294,0000084246,1977-01-01,1977-01-30
65294,0000084246,1977-01-31,
65306,0000717954,1983-06-07,
65307,0000110621,1972-12-14,
65314,0000719664,1983-07-05,1985-03-29
65315,0000806624,1979-02-28,1989-11-15
65315,0000806624,1989-11-16,2004-04-22
65323,0000085613,1972-12-14,1984-05-31
65330,0000704051,1983-08-01,2020-07-31
65349,0000719187,1982-11-01,1999-03-31
65350,0000700573,1985-12-31,1992-05-29
65357,0000720900,1984-01-31,1998-10-30
65365,0000069488,1972-12-14,
65373,0000069623,1980-07-28,1980-07-30
65373,0000069623,1980-07-31,1998-04-28
65374,0001914078,1978-05-10,1980-06-27
65381,0000801547,1973-01-01,1973-01-30
65381,0000801547,1973-01-31,1974-06-02
65381,0000801547,1983-09-07,1990-07-05
65402,0000091142,1989-01-01,
65403,0000081688,1972-12-14,1980-02-29
65410,0001142470,1973-01-31,1989-05-22
65429,0000724742,1983-09-23,2008-01-13
